0,0
0.1,-0.0361748870789711
0.2,-0.0746401488478057
0.3,-0.115400278146069
0.4,-0.158459940997943
0.5,-0.203823970425418
0.6,-0.251497360299851
0.7,-0.301485259225586
0.8,-0.353792964448616
0.9,-0.408425915783397
1,-0.465389689552268
1.1,-0.524689992530369
1.2,-0.586332655891113
1.3,-0.650323629145646
1.4,-0.716668974071439
1.5,-0.78537485862438
1.6,-0.856447550829188
1.7,-0.929893412643338
1.8,-1.00571889378952
1.9,-1.08393052555223
2,-1.16453491453382
2.1,-1.24753873636593
2.2,-1.33294872937185
2.3,-1.42077168817627
2.4,-1.51101445725834
2.5,-1.6036839244444
2.6,-1.69878701433703
2.7,-1.79633068167709
2.8,-1.89632190463553
2.9,-1.99876767803198
3,-2.10367500647752
3.1,-2.21105089743875
3.2,-2.32090235422069
3.3,-2.43323636886672
3.4,-2.5480599149725
3.5,-2.66537994041317
3.6,-2.78520335998107
3.7,-2.90753704793303
3.8,-3.03238783044569
3.9,-3.15976247797801
4,-3.28966769753958
4.1,-3.42211012486467
4.2,-3.55709631649083
4.3,-3.69463274174262
4.4,-3.83472577461998
4.5,-3.97738168559124
4.6,-4.12260663329232
4.7,-4.27040665613151
4.8,-4.42078766380203
4.9,-4.57375542870312
5,-4.72931557727102
5.1,-4.88747358122242
5.2,-5.04823474871193
5.3,-5.21160421540637
5.4,-5.37758693547826
5.5,-5.54618767252219
5.6,-5.71741099039698
5.7,-5.89126124399777
5.8,-6.06774256996147
5.9,-6.24685887731079
6,-6.44427384060418
6.1,-6.67407791950373
6.2,-6.93360074135953
6.3,-7.21978844719243
6.4,-7.52925516264131
6.5,-7.85834147154671
6.6,-8.20317793827303
6.7,-8.55975150245757
6.8,-8.92397248736802
6.9,-9.29174002619865
7,-9.65900391024422
7.1,-10.0218211763739
7.2,-10.3764061460342
7.3,-10.7191730662481
7.4,-11.0467709464562
7.5,-11.3569638752595
7.6,-11.6618238979577
7.7,-11.9661515124596
7.8,-12.2699662916254
7.9,-12.5732876850972
8,-12.8761350254282
8.1,-13.1785275342319
8.2,-13.4804843283554
8.3,-13.782024426078
8.4,-14.0831667533401
8.5,-14.3839301500033
8.6,-14.6843333761472
8.7,-14.9843951184052
8.8,-15.2841339963437
8.9,-15.5835685688891
9,-15.8827173408057
9.1,-16.1815987692309
9.2,-16.4802312702707
9.3,-16.7786332256618
9.4,-17.0768229895052
9.5,-17.3748188950769
9.6,-17.6726392617209
9.7,-17.9703024018327
9.8,-18.2678266279371
9.9,-18.5652302598692
10,-18.8625316320651
10.1,-19.1597491009693
10.2,-19.4569010525671
10.3,-19.7540059100511
10.4,-20.0510821416288
10.5,-20.3481482684821
10.6,-20.6452228728872
10.7,-20.9423246065057
10.8,-21.2394721988572
10.9,-21.5366844659852
11,-21.8339803193268
11.1,-22.1313787748005
11.2,-22.4288989621236
11.3,-22.7265601343742
11.4,-23.0243816778113
11.5,-23.3223831219699
11.6,-23.6205841500462
11.7,-23.9190046095901
11.8,-24.2176645235247
11.9,-24.5165841015101
12,-24.8157837516736
12.1,-25.1152840927274
12.2,-25.4151059664961
12.3,-25.7152704508798
12.4,-26.0157988732778
12.5,-26.3167128245004
12.6,-26.6180341731987
12.7,-26.9197850808429
12.8,-27.2219880172835
12.9,-27.5246657769285
13,-27.8278414955778
13.1,-28.1315386679512
13.2,-28.4357811659565
13.3,-28.7405932577416
13.4,-29.0459996275805
13.5,-29.3520253966461
13.6,-29.6586961447261
13.7,-29.9660379329422
13.8,-30.2740773275391
13.9,-30.5828414248105
14,-30.8923578772405
14.1,-31.2026549209381
14.2,-31.5137614044544
14.3,-31.8257068190742
14.4,-32.1385213306852
14.5,-32.4522358133323
14.6,-32.7668818845769
14.7,-33.0824919427881
14.8,-33.3990992065042
14.9,-33.716737756016
15,-34.0354425773335
15.1,-34.3552496087143
15.2,-34.6761957899462
15.3,-34.9983191145938
15.4,-35.3216586854381
15.5,-35.6462547733595
15.6,-35.9721488799371
15.7,-36.2993838040625
15.8,-36.6280037128971
15.9,-36.9575299010491
16,-37.2784984618154
16.1,-37.5852281743907
16.2,-37.8750036694223
16.3,-38.1452570185749
16.4,-38.3935784780778
16.5,-38.6177272320026
16.6,-38.8156426874028
16.7,-38.9854567738691
16.8,-39.1255075654869
16.9,-39.2343543778249
17,-39.3107943026933
17.1,-39.35387993776
17.2,-39.3629378583352
17.3,-39.3375871790542
17.4,-39.2777573801362
17.5,-39.1898122806198
17.6,-39.1006407679244
17.7,-39.0133696725357
17.8,-38.9280124057238
17.9,-38.8445826477487
18,-38.7630943601677
18.1,-38.6835617987177
18.2,-38.6059995267996
18.3,-38.5304224296028
18.4,-38.4568457289036
18.5,-38.3852849985783
18.6,-38.3157561808714
18.7,-38.2482756034657
18.8,-38.1828599974003
18.9,-38.119526515891
19,-38.0582927541062
19.1,-37.9991767699604
19.2,-37.942197105989
19.3,-37.8873728123738
19.4,-37.8347234711954
19.5,-37.7842692219926
19.6,-37.736030788717
19.7,-37.6900295081776
19.8,-37.6462873600777
19.9,-37.6048269987562
20,-37.5656717867535
20.1,-37.5288458303322
20.2,-37.4943740170967
20.3,-37.4622820558659
20.4,-37.4325965189671
20.5,-37.4053448871363
20.6,-37.3805555972258
20.7,-37.3582580929375
20.8,-37.3384828788244
20.9,-37.3212615778215
21,-37.3066269925973
21.1,-37.2946131710413
21.2,-37.2852554762392
21.3,-37.2785906613177
21.4,-37.2746569495874
21.5,-37.2734941204484
21.6,-37.2751436015827
21.7,-37.279648568005
21.8,-37.2870540486128
21.9,-37.2974070409471
22,-37.310756634954
22.1,-37.3271541466329
22.2,-37.3466532625581
22.3,-37.3693101963829
22.4,-37.3951838585693
22.5,-37.424336040743
22.6,-37.4568316162509
22.7,-37.4927387587055
22.8,-37.5321291805357
22.9,-37.5750783938388
23,-37.6216659961456
23.1,-37.6719759840803
23.2,-37.7260970983288
23.3,-37.7841232038332
23.4,-37.8380582099372
23.5,-37.8521445323596
23.6,-37.82125940764
23.7,-37.7448693984925
23.8,-37.6230296584214
23.9,-37.4564265774091
24,-37.2464020969457
24.1,-36.9949566254567
24.2,-36.7047292734806
