22,-13.0295407020847
22.1,-12.7115972571164
22.2,-12.3946123492825
22.3,-12.0785732650177
22.4,-11.7634678134063
22.5,-11.4492843091541
22.6,-11.1360115563771
22.7,-10.8236388331612
22.8,-10.5121558768461
22.9,-10.2015528699916
23,-9.89182042698783
23.1,-9.58294958127166
23.2,-9.27493177311521
23.3,-8.9677588379548
23.4,-8.65796856304624
23.5,-8.33184752438434
23.6,-7.99087472672784
23.7,-7.63857164971299
23.8,-7.27861961697461
23.9,-6.9148150001194
24,-6.551022630242
24.1,-6.1911282865747
24.2,-5.83899104865377
24.3,-5.49839620373476
24.4,-5.17300930942703
24.5,-4.86633193361018
24.6,-4.58165953640466
24.7,-4.32204192470165
24.8,-4.09024669686774
24.9,-3.88872609870751
25,-3.70783290981302
25.1,-3.52969583821441
25.2,-3.354050949327
25.3,-3.18086622898734
25.4,-3.01011118116945
25.5,-2.8417567603811
25.6,-2.67577530839205
25.7,-2.51214049497189
25.8,-2.35082726234455
25.9,-2.19181177309042
26,-2.0350713612517
26.1,-1.8805844864153
26.2,-1.72833069056779
26.3,-1.57829055753299
26.4,-1.4304456748183
26.5,-1.28477859771013
26.6,-1.14127281547081
26.7,-0.999912719501495
26.8,-0.860683573345511
26.9,-0.723571484416922
27,-0.588563377346915
27.1,-0.455646968849209
27.2,-0.324810744012964
27.3,-0.196043933938256
27.4,-0.0693364946351807
27.5,0.055320912886657
27.6,0.177936941405534
27.7,0.298519575216005
27.8,0.417076146856544
27.9,0.533613352891081
28,0.648137268795907
28.1,0.760653362999108
28.2,0.87116651011722
28.3,0.979681003430372
28.4,1.08620056663466
28.5,1.19072836490815
28.6,1.29326701532429
28.7,1.39381859664437
28.8,1.492384658519
28.9,1.58896623012622
29,1.68356382827258
29.1,1.77617746498157
29.2,1.86680665459261
29.3,1.95545042039208
29.4,2.04210730079694
29.5,2.12677535510986
29.6,2.20945216886422
29.7,2.29013485877566
29.8,2.36882007731644
29.9,2.44550401692769
30,2.5201824138836
30.1,2.59285055182156
30.2,2.66350326495035
30.3,2.73213494094909
30.4,2.79873952356807
30.5,2.86331051494213
30.6,2.9258409776275
30.7,2.9863235363714
30.8,3.04475037962371
30.9,3.10111326080002
31,3.15540349930417
31.1,3.20761198131848
31.2,3.25772916036951
31.3,3.30574505767676
31.4,3.35164926229136
31.5,3.39543093103184
31.6,3.4370787882234
31.7,3.47658112524731
31.8,3.5139257999066
31.9,3.54910023561409
32,3.5820914204085
32.1,3.61288590580496
32.2,3.64146980548486
32.3,3.6678287938313
32.4,3.69194810431506
32.5,3.71381252773698
32.6,3.73340641033207
32.7,3.75071365174053
32.8,3.76571770285138
32.9,3.77840156352406
33,3.78874778019325
33.1,3.79673844336286
33.2,3.80235518499441
33.3,3.80557917579576
33.4,3.79241448543651
33.5,3.74068909794531
33.6,3.65045818643671
33.7,3.5225512009452
33.8,3.35829113829801
33.9,3.15948224091279
34,2.92838698747447
34.1,2.66769260699027
34.2,2.38046783733816
34.3,2.07011112845943
34.4,1.7402919180406
34.5,1.39488694539808
34.6,1.03791378618254
34.7,0.673463866984449
34.8,0.305637149817983
